,,,,,,,,,,,,,,,,,,,Params,,,,Model,,,,,
0,3,male,20,0,0,9.5,S,0,0,0.25,1.021189299,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,3,male,25,1,0,7.775,S,1,0,0.3125,0.943247125,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,2,female,28,0,0,13,S,0,0,0.35,1.146128036,0,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.32
1,1,male,4,0,2,81.8583,S,0,2,0.05,1.918336019,1,1,0,1,0,1,,,,,,0.28,0.39,0.28,0.39,0.67,0.11
1,2,female,13,0,1,19.5,S,0,1,0.1625,1.311753861,0,1,0,0,1,1,,,,,,0.24,0.25,0.24,0.25,0.49,0.26
1,1,male,34,0,0,26.55,S,0,0,0.425,1.440121603,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
1,3,female,5,2,1,19.2583,C,2,1,0.0625,1.306602998,0,0,1,0,0,1,,,,,,0.19,0.22,0.19,0.22,0.41,0.35
1,1,male,52,0,0,30.5,S,0,0,0.65,1.498310554,1,1,0,1,0,1,,,,,,0.19,0.35,0.19,0.35,0.54,0.21
0,2,male,36,1,2,27.75,S,1,2,0.45,1.458637849,1,1,0,0,1,1,,,,,,0.29,0.26,0.29,0.26,0.55,0.30
0,1,male,30,0,0,27.75,C,0,0,0.375,1.458637849,1,0,1,1,0,1,,,,,,0.25,0.41,0.25,0.41,0.66,0.44
1,1,male,49,1,0,89.1042,C,1,0,0.6125,1.954745035,1,0,1,1,0,1,,,,,,0.29,0.45,0.29,0.45,0.74,0.07
1,3,male,29,0,0,7.8958,C,0,0,0.3625,0.94918501,1,0,1,0,0,1,,,,,,0.13,0.19,0.13,0.19,0.32,0.46
0,1,male,65,0,0,26.55,S,0,0,0.8125,1.440121603,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.28
1,2,female,50,0,0,10.5,S,0,0,0.625,1.06069784,0,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.34
1,1,male,48,0,0,26.55,S,0,0,0.6,1.440121603,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
0,3,male,34,0,0,8.05,S,0,0,0.425,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
0,1,male,47,0,0,38.5,S,0,0,0.5875,1.596597096,1,1,0,1,0,1,,,,,,0.19,0.36,0.19,0.36,0.55,0.31
0,2,male,48,0,0,13,S,0,0,0.6,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,3,male,38,0,0,7.05,S,0,0,0.475,0.90579588,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,1,male,56,0,0,26.55,S,0,0,0.7,1.440121603,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.28
1,3,female,0.75,2,1,19.2583,C,2,1,0.009375,1.306602998,0,0,1,0,0,1,,,,,,0.19,0.22,0.19,0.22,0.41,0.35
0,3,male,38,0,0,8.6625,S,0,0,0.475,0.985089507,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.04
1,2,female,33,1,2,27.75,S,1,2,0.4125,1.458637849,0,1,0,0,1,1,,,,,,0.29,0.26,0.29,0.26,0.55,0.20
1,2,female,23,0,0,13.7917,C,0,0,0.2875,1.17001809,0,0,1,0,1,1,,,,,,0.27,0.29,0.27,0.29,0.57,0.19
0,3,female,22,0,0,9.8375,S,0,0,0.275,1.03492911,0,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,2,male,34,1,0,21,S,1,0,0.425,1.342422681,1,1,0,0,1,1,,,,,,0.21,0.25,0.21,0.25,0.46,0.21
0,3,male,29,1,0,7.0458,S,1,0,0.3625,0.905569233,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,3,male,22,0,0,7.5208,S,0,0,0.275,0.930480372,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
1,3,female,2,0,1,12.2875,S,0,1,0.025,1.123443278,0,1,0,0,0,1,,,,,,0.11,0.14,0.11,0.14,0.25,0.56
0,3,male,9,5,2,46.9,S,5,2,0.1125,1.680335513,1,1,0,0,0,1,,,,,,0.18,0.19,0.18,0.19,0.37,0.14
0,3,male,50,0,0,8.05,S,0,0,0.625,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,3,female,63,0,0,9.5875,S,0,0,0.7875,1.024793423,0,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.64
1,1,male,25,1,0,91.0792,C,1,0,0.3125,1.964161537,1,0,1,1,0,1,,,,,,0.29,0.45,0.29,0.45,0.74,0.07
1,1,female,35,1,0,90,S,1,0,0.4375,1.959041392,0,1,0,1,0,1,,,,,,0.22,0.39,0.22,0.39,0.61,0.15
0,1,male,58,0,0,29.7,C,0,0,0.725,1.487138375,1,0,1,1,0,1,,,,,,0.26,0.41,0.26,0.41,0.67,0.45
0,3,male,30,0,0,8.05,S,0,0,0.375,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,3,male,9,1,1,15.9,S,1,1,0.1125,1.227886705,1,1,0,0,0,1,,,,,,0.11,0.15,0.11,0.15,0.27,0.54
0,3,male,21,0,0,7.25,S,0,0,0.2625,0.916453949,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,1,male,55,0,0,30.5,S,0,0,0.6875,1.498310554,1,1,0,1,0,1,,,,,,0.19,0.35,0.19,0.35,0.54,0.29
0,1,male,71,0,0,49.5042,C,0,0,0.8875,1.703327496,1,0,1,1,0,1,,,,,,0.27,0.43,0.27,0.43,0.70,0.49
0,3,male,21,0,0,8.05,S,0,0,0.2625,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,1,female,54,1,0,78.2667,C,1,0,0.675,1.899090778,0,0,1,1,0,1,,,,,,0.28,0.45,0.28,0.45,0.73,0.07
0,1,female,25,1,2,151.55,S,1,2,0.3125,2.183412212,0,1,0,1,0,1,,,,,,0.30,0.41,0.30,0.41,0.71,0.51
0,3,male,24,0,0,7.7958,S,0,0,0.3,0.944275346,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,3,male,17,0,0,8.6625,S,0,0,0.2125,0.985089507,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.04
0,3,female,21,0,0,7.75,Q,0,0,0.2625,0.942008053,0,0,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
0,3,female,37,0,0,9.5875,S,0,0,0.4625,1.024793423,0,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
1,1,female,16,0,0,86.5,S,0,0,0.2,1.942008053,0,1,0,1,0,1,,,,,,0.22,0.39,0.22,0.39,0.60,0.16
0,1,male,18,1,0,108.9,C,1,0,0.225,2.040997692,1,0,1,1,0,1,,,,,,0.29,0.46,0.29,0.46,0.75,0.57
1,2,female,33,0,2,26,S,0,2,0.4125,1.431363764,0,1,0,0,1,1,,,,,,0.29,0.26,0.29,0.26,0.55,0.21
0,3,male,28,0,0,22.525,S,0,0,0.35,1.371529632,1,1,0,0,0,1,,,,,,0.09,0.16,0.09,0.16,0.25,0.06
1,3,male,26,0,0,56.4958,S,0,0,0.325,1.759636121,1,1,0,0,0,1,,,,,,0.12,0.19,0.12,0.19,0.31,0.48
1,3,male,29,0,0,7.75,Q,0,0,0.3625,0.942008053,1,0,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.66
1,1,male,36,0,0,26.2875,S,0,0,0.45,1.435963749,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
1,1,female,54,1,0,59.4,C,1,0,0.675,1.781036939,0,0,1,1,0,1,,,,,,0.28,0.44,0.28,0.44,0.71,0.08
0,3,male,24,0,0,7.4958,S,0,0,0.3,0.92920428,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
0,1,male,47,0,0,34.0208,S,0,0,0.5875,1.544326063,1,1,0,1,0,1,,,,,,0.19,0.35,0.19,0.35,0.54,0.30
1,2,female,34,0,0,10.5,S,0,0,0.425,1.06069784,0,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.34
1,2,female,36,1,0,26,S,1,0,0.45,1.431363764,0,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.28
0,3,male,32,0,0,7.8958,S,0,0,0.4,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,female,30,0,0,93.5,S,0,0,0.375,1.975431809,0,1,0,1,0,1,,,,,,0.22,0.39,0.22,0.39,0.61,0.15
0,3,male,22,0,0,7.8958,S,0,0,0.275,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,female,44,0,1,57.9792,C,0,1,0.55,1.770698877,0,0,1,1,0,1,,,,,,0.31,0.44,0.31,0.44,0.75,0.06
0,3,male,40.5,0,0,7.75,Q,0,0,0.50625,0.942008053,1,0,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
1,2,female,50,0,0,10.5,S,0,0,0.625,1.06069784,0,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.34
0,3,male,39,0,0,7.925,S,0,0,0.4875,0.950608225,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,23,2,1,11.5,S,2,1,0.2875,1.096910013,1,1,0,0,1,1,,,,,,0.23,0.23,0.23,0.23,0.46,0.21
1,2,female,2,1,1,26,S,1,1,0.025,1.431363764,0,1,0,0,1,1,,,,,,0.25,0.26,0.25,0.26,0.51,0.24
0,3,male,17,1,1,7.2292,C,1,1,0.2125,0.915357617,1,0,1,0,0,1,,,,,,0.16,0.19,0.16,0.19,0.35,0.12
0,3,female,30,0,0,8.6625,S,0,0,0.375,0.985089507,0,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.04
1,2,female,7,0,2,26.25,S,0,2,0.0875,1.435366507,0,1,0,0,1,1,,,,,,0.29,0.26,0.29,0.26,0.55,0.21
0,1,male,45,0,0,26.55,S,0,0,0.5625,1.440121603,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.28
1,1,female,30,0,0,106.425,C,0,0,0.375,2.031105362,0,0,1,1,0,1,,,,,,0.29,0.46,0.29,0.46,0.75,0.06
1,1,female,22,0,2,49.5,C,0,2,0.275,1.703291378,0,0,1,1,0,1,,,,,,0.34,0.44,0.34,0.44,0.77,0.05
1,1,female,36,0,2,71,S,0,2,0.45,1.857332496,0,1,0,1,0,1,,,,,,0.28,0.39,0.28,0.39,0.66,0.11
0,3,female,9,4,2,31.275,S,4,2,0.1125,1.508866251,0,1,0,0,0,1,,,,,,0.17,0.18,0.17,0.18,0.34,0.12
0,3,female,11,4,2,31.275,S,4,2,0.1375,1.508866251,0,1,0,0,0,1,,,,,,0.17,0.18,0.17,0.18,0.34,0.12
1,2,male,32,1,0,26,S,1,0,0.4,1.431363764,1,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.28
0,1,male,50,1,0,106.425,C,1,0,0.625,2.031105362,1,0,1,1,0,1,,,,,,0.29,0.46,0.29,0.46,0.75,0.56
0,1,male,64,0,0,26,S,0,0,0.8,1.431363764,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.28
1,2,female,19,1,0,26,S,1,0,0.2375,1.431363764,0,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.28
0,3,male,33,1,1,20.525,S,1,1,0.4125,1.33294316,1,1,0,0,0,1,,,,,,0.12,0.16,0.12,0.16,0.28,0.08
1,2,male,8,1,1,36.75,S,1,1,0.1,1.576916956,1,1,0,0,1,1,,,,,,0.26,0.27,0.26,0.27,0.53,0.22
1,1,male,17,0,2,110.8833,C,0,2,0.2125,2.048765267,1,0,1,1,0,1,,,,,,0.36,0.46,0.36,0.46,0.82,0.03
0,2,male,27,0,0,26,S,0,0,0.3375,1.431363764,1,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.22
1,3,male,22,0,0,7.225,C,0,0,0.275,0.915135907,1,0,1,0,0,1,,,,,,0.13,0.18,0.13,0.18,0.32,0.47
1,3,female,22,0,0,7.775,S,0,0,0.275,0.943247125,0,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.66
0,1,male,62,0,0,26.55,S,0,0,0.775,1.440121603,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.28
1,1,female,48,1,0,39.6,C,1,0,0.6,1.608526034,0,0,1,1,0,1,,,,,,0.26,0.42,0.26,0.42,0.69,0.10
1,1,female,39,1,1,79.65,S,1,1,0.4875,1.906604372,0,1,0,1,0,1,,,,,,0.25,0.39,0.25,0.39,0.63,0.13
1,3,female,36,1,0,17.4,S,1,0,0.45,1.264817823,0,1,0,0,0,1,,,,,,0.08,0.15,0.08,0.15,0.24,0.58
0,3,male,40,0,0,7.8958,S,0,0,0.5,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,28,0,0,13.5,S,0,0,0.35,1.161368002,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,3,male,24,2,0,24.15,S,2,0,0.3,1.400537989,1,1,0,0,0,1,,,,,,0.09,0.16,0.09,0.16,0.26,0.07
0,3,male,19,0,0,7.8958,S,0,0,0.2375,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,3,female,29,0,4,21.075,S,0,4,0.3625,1.343900712,0,1,0,0,0,1,,,,,,0.22,0.17,0.22,0.17,0.39,0.15
1,3,male,32,0,0,7.8542,S,0,0,0.4,0.947149328,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.66
1,2,male,62,0,0,10.5,S,0,0,0.775,1.06069784,1,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.34
1,1,female,53,2,0,51.4792,S,2,0,0.6625,1.719987206,0,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.57,0.18
1,1,male,36,0,0,26.3875,S,0,0,0.45,1.437552391,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
0,3,male,16,0,0,8.05,S,0,0,0.2,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
0,3,male,19,0,0,14.5,S,0,0,0.2375,1.190331698,1,1,0,0,0,1,,,,,,0.08,0.14,0.08,0.14,0.22,0.05
1,2,female,34,0,0,13,S,0,0,0.425,1.146128036,0,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.32
1,1,female,39,1,0,55.9,S,1,0,0.4875,1.755112266,0,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.58,0.18
1,3,male,32,0,0,7.925,S,0,0,0.4,0.950608225,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.66
1,2,female,25,1,1,30,S,1,1,0.3125,1.491361694,0,1,0,0,1,1,,,,,,0.26,0.26,0.26,0.26,0.52,0.23
1,1,female,39,1,1,110.8833,C,1,1,0.4875,2.048765267,0,0,1,1,0,1,,,,,,0.33,0.46,0.33,0.46,0.79,0.04
0,2,male,54,0,0,26,S,0,0,0.675,1.431363764,1,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.22
0,1,male,36,0,0,40.125,C,0,0,0.45,1.614105911,1,0,1,1,0,1,,,,,,0.26,0.42,0.26,0.42,0.69,0.47
1,1,female,18,0,2,79.65,S,0,2,0.225,1.906604372,0,1,0,1,0,1,,,,,,0.28,0.39,0.28,0.39,0.67,0.11
0,2,male,47,0,0,15,S,0,0,0.5875,1.204119983,1,1,0,0,1,1,,,,,,0.20,0.24,0.20,0.24,0.44,0.19
1,1,male,60,1,1,79.2,C,1,1,0.75,1.904174368,1,0,1,1,0,1,,,,,,0.32,0.45,0.32,0.45,0.77,0.05
0,3,male,22,0,0,8.05,S,0,0,0.275,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
0,3,male,35,0,0,7.125,S,0,0,0.4375,0.90982337,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
1,1,female,52,1,0,78.2667,C,1,0,0.65,1.899090778,0,0,1,1,0,1,,,,,,0.28,0.45,0.28,0.45,0.73,0.07
0,3,male,47,0,0,7.25,S,0,0,0.5875,0.916453949,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,2,male,37,1,0,26,S,1,0,0.4625,1.431363764,1,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.22
0,3,male,36,1,1,24.15,S,1,1,0.45,1.400537989,1,1,0,0,0,1,,,,,,0.13,0.16,0.13,0.16,0.29,0.08
0,3,male,49,0,0,0,S,0,0,0.6125,0,1,1,0,0,0,1,,,,,,0.00,0.05,0.00,0.05,0.05,0.00
1,1,male,49,1,0,56.9292,C,1,0,0.6125,1.762897531,1,0,1,1,0,1,,,,,,0.27,0.44,0.27,0.44,0.71,0.08
1,2,female,24,2,1,27,S,2,1,0.3,1.447158031,0,1,0,0,1,1,,,,,,0.25,0.26,0.25,0.26,0.51,0.24
0,3,male,44,0,0,8.05,S,0,0,0.55,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,1,male,35,0,0,26.55,C,0,0,0.4375,1.440121603,1,0,1,1,0,1,,,,,,0.25,0.41,0.25,0.41,0.66,0.11
0,3,male,36,1,0,15.55,S,1,0,0.45,1.218797998,1,1,0,0,0,1,,,,,,0.08,0.15,0.08,0.15,0.23,0.05
0,3,male,30,0,0,7.8958,S,0,0,0.375,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,male,27,0,0,30.5,S,0,0,0.3375,1.498310554,1,1,0,1,0,1,,,,,,0.19,0.35,0.19,0.35,0.54,0.21
1,2,female,22,1,2,41.5792,C,1,2,0.275,1.629197497,0,0,1,0,1,1,,,,,,0.37,0.34,0.37,0.34,0.71,0.09
1,1,female,40,0,0,153.4625,S,0,0,0.5,2.18882306,0,1,0,1,0,1,,,,,,0.23,0.41,0.23,0.41,0.64,0.13
0,3,female,39,1,5,31.275,S,1,5,0.4875,1.508866251,0,1,0,0,0,1,,,,,,0.27,0.18,0.27,0.18,0.45,0.20
0,3,male,35,0,0,8.05,S,0,0,0.4375,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,2,female,24,1,2,65,S,1,2,0.3,1.819543936,0,1,0,0,1,1,,,,,,0.31,0.29,0.31,0.29,0.60,0.16
0,3,male,34,1,1,14.4,S,1,1,0.425,1.187520721,1,1,0,0,0,1,,,,,,0.11,0.15,0.11,0.15,0.26,0.07
0,3,female,26,1,0,16.1,S,1,0,0.325,1.23299611,0,1,0,0,0,1,,,,,,0.08,0.15,0.08,0.15,0.23,0.05
1,2,female,4,2,1,39,S,2,1,0.05,1.602059991,0,1,0,0,1,1,,,,,,0.26,0.27,0.26,0.27,0.54,0.22
0,2,male,26,0,0,10.5,S,0,0,0.325,1.06069784,1,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.18
0,3,male,27,1,0,14.4542,C,1,0,0.3375,1.189046528,1,0,1,0,0,1,,,,,,0.15,0.21,0.15,0.21,0.36,0.13
1,1,male,42,1,0,52.5542,S,1,0,0.525,1.728793536,1,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.57,0.18
1,3,male,20,1,1,15.7417,C,1,1,0.25,1.223799555,1,0,1,0,0,1,,,,,,0.18,0.21,0.18,0.21,0.40,0.36
0,3,male,21,0,0,7.8542,S,0,0,0.2625,0.947149328,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,3,male,21,0,0,16.1,S,0,0,0.2625,1.23299611,1,1,0,0,0,1,,,,,,0.08,0.15,0.08,0.15,0.23,0.05
0,1,male,61,0,0,32.3208,S,0,0,0.7625,1.52271542,1,1,0,1,0,1,,,,,,0.19,0.35,0.19,0.35,0.54,0.29
0,2,male,57,0,0,12.35,Q,0,0,0.7125,1.125481266,1,0,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.18
1,1,female,21,0,0,77.9583,S,0,0,0.2625,1.897397789,0,1,0,1,0,1,,,,,,0.21,0.38,0.21,0.38,0.60,0.16
0,3,male,26,0,0,7.8958,S,0,0,0.325,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,male,80,0,0,30,S,0,0,1,1.491361694,1,1,0,1,0,1,,,,,,0.19,0.35,0.19,0.35,0.54,0.21
0,3,male,51,0,0,7.0542,S,0,0,0.6375,0.90602241,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
1,1,male,32,0,0,30.5,C,0,0,0.4,1.498310554,1,0,1,1,0,1,,,,,,0.26,0.41,0.26,0.41,0.67,0.11
0,3,female,9,3,2,27.9,S,3,2,0.1125,1.460897843,0,1,0,0,0,1,,,,,,0.16,0.17,0.16,0.17,0.34,0.11
1,2,female,28,0,0,13,S,0,0,0.35,1.146128036,0,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.32
0,3,male,32,0,0,7.925,S,0,0,0.4,0.950608225,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,31,1,1,26.25,S,1,1,0.3875,1.435366507,1,1,0,0,1,1,,,,,,0.25,0.26,0.25,0.26,0.51,0.26
0,3,female,41,0,5,39.6875,S,0,5,0.5125,1.609461006,0,1,0,0,0,1,,,,,,0.27,0.19,0.27,0.19,0.47,0.22
0,3,male,20,0,0,7.8542,S,0,0,0.25,0.947149328,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,female,24,0,0,69.3,C,0,0,0.3,1.846955325,0,0,1,1,0,1,,,,,,0.28,0.44,0.28,0.44,0.72,0.08
0,3,female,2,3,2,27.9,S,3,2,0.025,1.460897843,0,1,0,0,0,1,,,,,,0.16,0.17,0.16,0.17,0.34,0.11
1,3,female,0.75,2,1,19.2583,C,2,1,0.009375,1.306602998,0,0,1,0,0,1,,,,,,0.19,0.22,0.19,0.22,0.41,0.35
1,1,male,48,1,0,76.7292,C,1,0,0.6,1.890584198,1,0,1,1,0,1,,,,,,0.28,0.45,0.28,0.45,0.73,0.07
0,3,male,19,0,0,7.8958,S,0,0,0.2375,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,male,56,0,0,35.5,C,0,0,0.7,1.562292864,1,0,1,1,0,1,,,,,,0.26,0.42,0.26,0.42,0.68,0.10
1,3,female,23,0,0,7.55,S,0,0,0.2875,0.931966115,0,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.66
1,2,female,18,0,1,23,S,0,1,0.225,1.380211242,0,1,0,0,1,1,,,,,,0.25,0.25,0.25,0.25,0.50,0.25
0,3,male,21,0,0,8.4333,S,0,0,0.2625,0.974663646,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.04
0,3,female,18,0,0,6.75,Q,0,0,0.225,0.889301703,0,0,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,2,male,24,2,0,73.5,S,2,0,0.3,1.872156273,1,1,0,0,1,1,,,,,,0.25,0.29,0.25,0.29,0.54,0.29
0,3,female,32,1,1,15.5,Q,1,1,0.4,1.217483944,0,0,0,0,0,1,,,,,,0.11,0.15,0.11,0.15,0.26,0.07
0,2,male,23,0,0,13,S,0,0,0.2875,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,1,male,58,0,2,113.275,C,0,2,0.725,2.05795123,1,0,1,1,0,1,,,,,,0.36,0.47,0.36,0.47,0.83,0.68
1,1,male,50,2,0,133.65,S,2,0,0.625,2.129206358,1,1,0,1,0,1,,,,,,0.23,0.40,0.23,0.40,0.63,0.13
0,3,male,40,0,0,7.225,C,0,0,0.5,0.915135907,1,0,1,0,0,1,,,,,,0.13,0.18,0.13,0.18,0.32,0.10
0,1,male,47,0,0,25.5875,S,0,0,0.5875,1.424677503,1,1,0,1,0,1,,,,,,0.18,0.34,0.18,0.34,0.53,0.28
0,3,male,36,0,0,7.4958,S,0,0,0.45,0.92920428,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
1,3,male,20,1,0,7.925,S,1,0,0.25,0.950608225,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.66
0,2,male,32,2,0,73.5,S,2,0,0.4,1.872156273,1,1,0,0,1,1,,,,,,0.25,0.29,0.25,0.29,0.54,0.29
0,2,male,25,0,0,13,S,0,0,0.3125,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,3,male,43,0,0,8.05,S,0,0,0.5375,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,2,female,40,1,1,39,S,1,1,0.5,1.602059991,0,1,0,0,1,1,,,,,,0.26,0.27,0.26,0.27,0.54,0.22
0,1,male,31,1,0,52,S,1,0,0.3875,1.72427587,1,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.57,0.33
0,2,male,70,0,0,10.5,S,0,0,0.875,1.06069784,1,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.18
1,2,male,31,0,0,13,S,0,0,0.3875,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.32
