,,,,,,,,,,,,,,,,,,,Params,,,,Model,,,,,
0,3,male,18,0,0,7.775,S,0,0,0.225,0.943247125,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,3,male,24.5,0,0,8.05,S,0,0,0.30625,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,3,female,18,0,0,9.8417,S,0,0,0.225,1.035097386,0,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.64
0,3,female,43,1,6,46.9,S,1,6,0.5375,1.680335513,0,1,0,0,0,1,,,,,,0.31,0.20,0.31,0.20,0.51,0.26
1,1,male,36,0,1,512.3292,C,0,1,0.45,2.710395969,1,0,1,1,0,1,,,,,,0.37,0.52,0.37,0.52,0.89,0.01
1,1,male,27,0,0,76.7292,C,0,0,0.3375,1.890584198,1,0,1,1,0,1,,,,,,0.28,0.45,0.28,0.45,0.73,0.07
0,3,male,20,0,0,9.225,S,0,0,0.25,1.009663317,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,3,male,14,5,2,46.9,S,5,2,0.175,1.680335513,1,1,0,0,0,1,,,,,,0.18,0.19,0.18,0.19,0.37,0.14
0,2,male,60,1,1,39,S,1,1,0.75,1.602059991,1,1,0,0,1,1,,,,,,0.26,0.27,0.26,0.27,0.54,0.29
0,2,male,25,1,2,41.5792,C,1,2,0.3125,1.629197497,1,0,1,0,1,1,,,,,,0.37,0.34,0.37,0.34,0.71,0.50
0,3,male,14,4,1,39.6875,S,4,1,0.175,1.609461006,1,1,0,0,0,1,,,,,,0.14,0.18,0.14,0.18,0.32,0.10
0,3,male,19,0,0,10.1708,S,0,0,0.2375,1.048084276,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,3,male,18,0,0,7.7958,S,0,0,0.225,0.944275346,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,female,15,0,1,211.3375,S,0,1,0.1875,2.3270267,0,1,0,1,0,1,,,,,,0.28,0.42,0.28,0.42,0.70,0.09
1,1,male,31,1,0,57,S,1,0,0.3875,1.763427994,1,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.58,0.18
1,3,female,4,0,1,13.4167,C,0,1,0.05,1.158865861,0,0,1,0,0,1,,,,,,0.18,0.21,0.18,0.21,0.39,0.38
0,3,male,25,0,0,7.225,C,0,0,0.3125,0.915135907,1,0,1,0,0,1,,,,,,0.13,0.18,0.13,0.18,0.32,0.10
0,1,male,60,0,0,26.55,S,0,0,0.75,1.440121603,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.28
0,2,male,52,0,0,13.5,S,0,0,0.65,1.161368002,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,3,male,44,0,0,8.05,S,0,0,0.55,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
0,1,male,49,1,1,110.8833,C,1,1,0.6125,2.048765267,1,0,1,1,0,1,,,,,,0.33,0.46,0.33,0.46,0.79,0.62
0,3,male,42,0,0,7.65,S,0,0,0.525,0.937016107,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
1,1,female,18,1,0,227.525,C,1,0,0.225,2.358933718,0,0,1,1,0,1,,,,,,0.31,0.49,0.31,0.49,0.80,0.04
1,1,male,35,0,0,26.2875,S,0,0,0.4375,1.435963749,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
0,3,female,18,0,1,14.4542,C,0,1,0.225,1.189046528,0,0,1,0,0,1,,,,,,0.18,0.21,0.18,0.21,0.39,0.15
0,3,male,25,0,0,7.7417,Q,0,0,0.3125,0.941595898,1,0,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
0,3,male,26,1,0,7.8542,S,1,0,0.325,0.947149328,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,39,0,0,26,S,0,0,0.4875,1.431363764,1,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.22
1,2,female,45,0,0,13.5,S,0,0,0.5625,1.161368002,0,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.32
1,1,male,42,0,0,26.2875,S,0,0,0.525,1.435963749,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
1,1,female,22,0,0,151.55,S,0,0,0.275,2.183412212,0,1,0,1,0,1,,,,,,0.23,0.41,0.23,0.41,0.64,0.13
1,1,female,24,0,0,49.5042,C,0,0,0.3,1.703327496,0,0,1,1,0,1,,,,,,0.27,0.43,0.27,0.43,0.70,0.09
1,1,male,48,1,0,52,S,1,0,0.6,1.72427587,1,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.57,0.18
0,3,male,29,0,0,9.4833,S,0,0,0.3625,1.020498014,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,2,male,52,0,0,13,S,0,0,0.65,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,3,male,19,0,0,7.65,S,0,0,0.2375,0.937016107,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
1,1,female,38,0,0,227.525,C,0,0,0.475,2.358933718,0,0,1,1,0,1,,,,,,0.31,0.49,0.31,0.49,0.80,0.04
1,2,female,27,0,0,10.5,S,0,0,0.3375,1.06069784,0,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.34
0,3,male,33,0,0,7.775,S,0,0,0.4125,0.943247125,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,2,female,6,0,1,33,S,0,1,0.075,1.531478917,0,1,0,0,1,1,,,,,,0.26,0.27,0.26,0.27,0.52,0.23
0,3,male,17,1,0,7.0542,S,1,0,0.2125,0.90602241,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,2,male,34,0,0,13,S,0,0,0.425,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,2,male,50,0,0,13,S,0,0,0.625,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
1,1,male,27,1,0,53.1,S,1,0,0.3375,1.733197265,1,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.57,0.18
0,3,male,20,0,0,8.6625,S,0,0,0.25,0.985089507,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.04
1,2,female,30,3,0,21,S,3,0,0.375,1.342422681,0,1,0,0,1,1,,,,,,0.21,0.25,0.21,0.25,0.46,0.29
0,2,male,25,1,0,26,S,1,0,0.3125,1.431363764,1,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.22
0,3,female,25,1,0,7.925,S,1,0,0.3125,0.950608225,0,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,female,29,0,0,211.3375,S,0,0,0.3625,2.3270267,0,1,0,1,0,1,,,,,,0.24,0.42,0.24,0.42,0.66,0.11
0,3,male,11,0,0,18.7875,C,0,0,0.1375,1.296390928,1,0,1,0,0,1,,,,,,0.16,0.22,0.16,0.22,0.37,0.14
0,2,male,23,0,0,13,S,0,0,0.2875,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,2,male,23,0,0,13,S,0,0,0.2875,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
0,3,male,28.5,0,0,16.1,S,0,0,0.35625,1.23299611,1,1,0,0,0,1,,,,,,0.08,0.15,0.08,0.15,0.23,0.05
0,3,female,48,1,3,34.375,S,1,3,0.6,1.548696449,0,1,0,0,0,1,,,,,,0.20,0.18,0.20,0.18,0.38,0.15
1,1,male,35,0,0,512.3292,C,0,0,0.4375,2.710395969,1,0,1,1,0,1,,,,,,0.34,0.51,0.34,0.51,0.85,0.02
0,1,male,36,1,0,78.85,S,1,0,0.45,1.90227492,1,1,0,1,0,1,,,,,,0.21,0.38,0.21,0.38,0.60,0.36
1,1,female,21,2,2,262.375,C,2,2,0.2625,2.420574549,0,0,1,1,0,1,,,,,,0.38,0.50,0.38,0.50,0.88,0.01
0,3,male,24,1,0,16.1,S,1,0,0.3,1.23299611,1,1,0,0,0,1,,,,,,0.08,0.15,0.08,0.15,0.23,0.05
1,3,male,31,0,0,7.925,S,0,0,0.3875,0.950608225,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.66
0,1,male,70,1,1,71,S,1,1,0.875,1.857332496,1,1,0,1,0,1,,,,,,0.24,0.38,0.24,0.38,0.63,0.39
0,3,male,16,1,1,20.25,S,1,1,0.2,1.327358934,1,1,0,0,0,1,,,,,,0.12,0.16,0.12,0.16,0.28,0.08
1,2,female,30,0,0,13,S,0,0,0.375,1.146128036,0,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.32
0,1,male,19,1,0,53.1,S,1,0,0.2375,1.733197265,1,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.57,0.33
0,3,male,31,0,0,7.75,Q,0,0,0.3875,0.942008053,1,0,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
1,2,female,4,1,1,23,S,1,1,0.05,1.380211242,0,1,0,0,1,1,,,,,,0.25,0.25,0.25,0.25,0.50,0.25
1,3,male,6,0,1,12.475,S,0,1,0.075,1.129528774,1,1,0,0,0,1,,,,,,0.11,0.14,0.11,0.14,0.25,0.56
0,3,male,33,0,0,9.5,S,0,0,0.4125,1.021189299,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,3,male,23,0,0,7.8958,S,0,0,0.2875,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,2,female,48,1,2,65,S,1,2,0.6,1.819543936,0,1,0,0,1,1,,,,,,0.31,0.29,0.31,0.29,0.60,0.16
1,2,male,0.67,1,1,14.5,S,1,1,0.008375,1.190331698,1,1,0,0,1,1,,,,,,0.24,0.24,0.24,0.24,0.47,0.28
0,3,male,28,0,0,7.7958,S,0,0,0.35,0.944275346,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,18,0,0,11.5,S,0,0,0.225,1.096910013,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.42,0.18
0,3,male,34,0,0,8.05,S,0,0,0.425,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,1,female,33,0,0,86.5,S,0,0,0.4125,1.942008053,0,1,0,1,0,1,,,,,,0.22,0.39,0.22,0.39,0.60,0.16
0,3,male,41,0,0,7.125,S,0,0,0.5125,0.90982337,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
1,3,male,20,0,0,7.2292,C,0,0,0.25,0.915357617,1,0,1,0,0,1,,,,,,0.13,0.18,0.13,0.18,0.32,0.47
1,1,female,36,1,2,120,S,1,2,0.45,2.08278537,0,1,0,1,0,1,,,,,,0.29,0.41,0.29,0.41,0.70,0.09
0,3,male,16,0,0,7.775,S,0,0,0.2,0.943247125,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,female,51,1,0,77.9583,S,1,0,0.6375,1.897397789,0,1,0,1,0,1,,,,,,0.21,0.38,0.21,0.38,0.60,0.16
0,3,female,30.5,0,0,7.75,Q,0,0,0.38125,0.942008053,0,0,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
0,3,male,32,0,0,8.3625,S,0,0,0.4,0.971391831,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
0,3,male,24,0,0,9.5,S,0,0,0.3,1.021189299,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,3,male,48,0,0,7.8542,S,0,0,0.6,0.947149328,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,female,57,0,0,10.5,S,0,0,0.7125,1.06069784,0,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.18
1,2,female,54,1,3,23,S,1,3,0.675,1.380211242,0,1,0,0,1,1,,,,,,0.32,0.26,0.32,0.26,0.57,0.18
0,3,male,18,0,0,7.75,S,0,0,0.225,0.942008053,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
1,3,female,5,0,0,12.475,S,0,0,0.0625,1.129528774,0,1,0,0,0,1,,,,,,0.08,0.14,0.08,0.14,0.22,0.62
1,1,female,43,0,1,211.3375,S,0,1,0.5375,2.3270267,0,1,0,1,0,1,,,,,,0.28,0.42,0.28,0.42,0.70,0.09
1,3,female,13,0,0,7.2292,C,0,0,0.1625,0.915357617,0,0,1,0,0,1,,,,,,0.13,0.18,0.13,0.18,0.32,0.47
1,1,female,17,1,0,57,S,1,0,0.2125,1.763427994,0,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.58,0.18
0,1,male,29,0,0,30,S,0,0,0.3625,1.491361694,1,1,0,1,0,1,,,,,,0.19,0.35,0.19,0.35,0.54,0.29
0,3,male,25,0,0,7.05,S,0,0,0.3125,0.90579588,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,3,male,25,0,0,7.25,S,0,0,0.3125,0.916453949,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
1,3,female,18,0,0,7.4958,S,0,0,0.225,0.92920428,0,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.66
0,3,male,8,4,1,29.125,Q,4,1,0.1,1.478927056,1,0,0,0,0,1,,,,,,0.13,0.17,0.13,0.17,0.30,0.09
1,3,male,1,1,2,20.575,S,1,2,0.0125,1.333950804,1,1,0,0,0,1,,,,,,0.15,0.16,0.15,0.16,0.32,0.47
0,1,male,46,0,0,79.2,C,0,0,0.575,1.904174368,1,0,1,1,0,1,,,,,,0.28,0.45,0.28,0.45,0.73,0.53
0,2,male,16,0,0,26,S,0,0,0.2,1.431363764,1,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.22
0,3,male,25,0,0,7.8958,S,0,0,0.3125,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,39,0,0,13,S,0,0,0.4875,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
1,1,female,49,0,0,25.9292,S,0,0,0.6125,1.430223452,0,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
1,3,female,31,0,0,8.6833,S,0,0,0.3875,0.986023387,0,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.65
0,3,male,30,0,0,7.2292,C,0,0,0.375,0.915357617,1,0,1,0,0,1,,,,,,0.13,0.18,0.13,0.18,0.32,0.10
0,3,female,30,1,1,24.15,S,1,1,0.375,1.400537989,0,1,0,0,0,1,,,,,,0.13,0.16,0.13,0.16,0.29,0.08
0,2,male,34,0,0,13,S,0,0,0.425,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
1,2,female,31,1,1,26.25,S,1,1,0.3875,1.435366507,0,1,0,0,1,1,,,,,,0.25,0.26,0.25,0.26,0.51,0.24
1,1,male,11,1,2,120,S,1,2,0.1375,2.08278537,1,1,0,1,0,1,,,,,,0.29,0.41,0.29,0.41,0.70,0.09
1,3,male,0.42,0,1,8.5167,C,0,1,0.00525,0.978486379,1,0,1,0,0,1,,,,,,0.17,0.19,0.17,0.19,0.36,0.41
1,3,male,27,0,0,6.975,S,0,0,0.3375,0.901730692,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.67
0,3,male,31,0,0,7.775,S,0,0,0.3875,0.943247125,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,1,male,39,0,0,0,S,0,0,0.4875,0,1,1,0,1,0,1,,,,,,0.09,0.23,0.09,0.23,0.31,0.10
0,3,female,18,0,0,7.775,S,0,0,0.225,0.943247125,0,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,39,0,0,13,S,0,0,0.4875,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
1,1,female,33,1,0,53.1,S,1,0,0.4125,1.733197265,0,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.57,0.18
0,3,male,26,0,0,7.8875,S,0,0,0.325,0.948779614,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,3,male,39,0,0,24.15,S,0,0,0.4875,1.400537989,1,1,0,0,0,1,,,,,,0.09,0.16,0.09,0.16,0.26,0.07
0,2,male,35,0,0,10.5,S,0,0,0.4375,1.06069784,1,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.18
0,3,female,6,4,2,31.275,S,4,2,0.075,1.508866251,0,1,0,0,0,1,,,,,,0.17,0.18,0.17,0.18,0.34,0.12
0,3,male,30.5,0,0,8.05,S,0,0,0.38125,0.956648579,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
0,3,female,23,0,0,7.925,S,0,0,0.2875,0.950608225,0,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,31,1,1,37.0042,C,1,1,0.3875,1.579831595,1,0,1,0,1,1,,,,,,0.33,0.33,0.33,0.33,0.66,0.44
0,3,male,43,0,0,6.45,S,0,0,0.5375,0.872156273,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,3,male,10,3,2,27.9,S,3,2,0.125,1.460897843,1,1,0,0,0,1,,,,,,0.16,0.17,0.16,0.17,0.34,0.11
1,1,female,52,1,1,93.5,S,1,1,0.65,1.975431809,0,1,0,1,0,1,,,,,,0.25,0.39,0.25,0.39,0.65,0.13
1,3,male,27,0,0,8.6625,S,0,0,0.3375,0.985089507,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.65
0,1,male,38,0,0,0,S,0,0,0.475,0,1,1,0,1,0,1,,,,,,0.09,0.23,0.09,0.23,0.31,0.10
1,3,female,27,0,1,12.475,S,0,1,0.3375,1.129528774,0,1,0,0,0,1,,,,,,0.11,0.14,0.11,0.14,0.25,0.56
0,3,male,2,4,1,39.6875,S,4,1,0.025,1.609461006,1,1,0,0,0,1,,,,,,0.14,0.18,0.14,0.18,0.32,0.10
1,2,male,1,0,2,37.0042,C,0,2,0.0125,1.579831595,1,0,1,0,1,1,,,,,,0.37,0.33,0.37,0.33,0.70,0.09
1,3,female,15,1,0,14.4542,C,1,0,0.1875,1.189046528,0,0,1,0,0,1,,,,,,0.15,0.21,0.15,0.21,0.36,0.41
1,2,male,0.83,1,1,18.75,S,1,1,0.010375,1.2955671,1,1,0,0,1,1,,,,,,0.24,0.25,0.24,0.25,0.49,0.26
0,3,male,23,0,0,7.8542,S,0,0,0.2875,0.947149328,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,3,male,18,0,0,8.3,S,0,0,0.225,0.968482949,1,1,0,0,0,1,,,,,,0.06,0.13,0.06,0.13,0.19,0.04
1,1,female,39,1,1,83.1583,C,1,1,0.4875,1.925096954,0,0,1,1,0,1,,,,,,0.32,0.45,0.32,0.45,0.77,0.05
0,3,male,21,0,0,8.6625,S,0,0,0.2625,0.985089507,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.04
1,3,male,32,0,0,56.4958,S,0,0,0.4,1.759636121,1,1,0,0,0,1,,,,,,0.12,0.19,0.12,0.19,0.31,0.48
0,3,male,20,0,0,7.925,S,0,0,0.25,0.950608225,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,2,male,16,0,0,10.5,S,0,0,0.2,1.06069784,1,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.18
1,1,female,30,0,0,31,C,0,0,0.375,1.505149978,0,0,1,1,0,1,,,,,,0.26,0.41,0.26,0.41,0.67,0.11
0,3,male,34.5,0,0,6.4375,C,0,0,0.43125,0.871426979,1,0,1,0,0,1,,,,,,0.13,0.18,0.13,0.18,0.31,0.10
0,3,male,17,0,0,8.6625,S,0,0,0.2125,0.985089507,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.19,0.04
0,3,male,42,0,0,7.55,S,0,0,0.525,0.931966115,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
0,3,male,35,0,0,7.8958,C,0,0,0.4375,0.94918501,1,0,1,0,0,1,,,,,,0.13,0.19,0.13,0.19,0.32,0.10
0,2,male,28,0,1,33,S,0,1,0.35,1.531478917,1,1,0,0,1,1,,,,,,0.26,0.27,0.26,0.27,0.52,0.28
0,3,male,4,4,2,31.275,S,4,2,0.05,1.508866251,1,1,0,0,0,1,,,,,,0.17,0.18,0.17,0.18,0.34,0.12
0,3,male,74,0,0,7.775,S,0,0,0.925,0.943247125,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,3,female,9,1,1,15.2458,C,1,1,0.1125,1.210741102,0,0,1,0,0,1,,,,,,0.18,0.21,0.18,0.21,0.40,0.16
1,1,female,16,0,1,39.4,S,0,1,0.2,1.606381365,0,1,0,1,0,1,,,,,,0.23,0.36,0.23,0.36,0.59,0.17
0,2,female,44,1,0,26,S,1,0,0.55,1.431363764,0,1,0,0,1,1,,,,,,0.22,0.25,0.22,0.25,0.47,0.22
1,3,female,18,0,1,9.35,S,0,1,0.225,1.01494035,0,1,0,0,0,1,,,,,,0.10,0.13,0.10,0.13,0.23,0.59
1,1,female,45,1,1,164.8667,S,1,1,0.5625,2.219759204,0,1,0,1,0,1,,,,,,0.27,0.41,0.27,0.41,0.68,0.10
1,1,male,51,0,0,26.55,S,0,0,0.6375,1.440121603,1,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
1,3,female,24,0,3,19.2583,C,0,3,0.3,1.306602998,0,0,1,0,0,1,,,,,,0.26,0.23,0.26,0.23,0.48,0.27
0,3,male,41,2,0,14.1083,S,2,0,0.5125,1.1792156,1,1,0,0,0,1,,,,,,0.08,0.14,0.08,0.14,0.22,0.05
0,2,male,21,1,0,11.5,S,1,0,0.2625,1.096910013,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.42,0.18
1,1,female,48,0,0,25.9292,S,0,0,0.6,1.430223452,0,1,0,1,0,1,,,,,,0.18,0.35,0.18,0.35,0.53,0.22
0,2,male,24,0,0,13,S,0,0,0.3,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
1,2,female,42,0,0,13,S,0,0,0.525,1.146128036,0,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.32
1,2,female,27,1,0,13.8583,C,1,0,0.3375,1.171969123,0,0,1,0,1,1,,,,,,0.27,0.30,0.27,0.30,0.57,0.19
0,1,male,31,0,0,50.4958,S,0,0,0.3875,1.711771809,1,1,0,1,0,1,,,,,,0.20,0.37,0.20,0.37,0.57,0.32
1,3,male,4,1,1,11.1333,S,1,1,0.05,1.083978936,1,1,0,0,0,1,,,,,,0.11,0.14,0.11,0.14,0.24,0.57
0,3,male,26,0,0,7.8958,S,0,0,0.325,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,female,47,1,1,52.5542,S,1,1,0.5875,1.728793536,0,1,0,1,0,1,,,,,,0.24,0.37,0.24,0.37,0.61,0.15
0,1,male,33,0,0,5,S,0,0,0.4125,0.77815125,1,1,0,1,0,1,,,,,,0.14,0.29,0.14,0.29,0.43,0.18
0,3,male,47,0,0,9,S,0,0,0.5875,1,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
1,2,female,28,1,0,24,C,1,0,0.35,1.397940009,0,0,1,0,1,1,,,,,,0.29,0.31,0.29,0.31,0.60,0.16
1,3,female,15,0,0,7.225,C,0,0,0.1875,0.915135907,0,0,1,0,0,1,,,,,,0.13,0.18,0.13,0.18,0.32,0.47
0,3,male,20,0,0,9.8458,S,0,0,0.25,1.035261592,1,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,3,male,19,0,0,7.8958,S,0,0,0.2375,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
1,1,female,56,0,1,83.1583,C,0,1,0.7,1.925096954,0,0,1,1,0,1,,,,,,0.32,0.45,0.32,0.45,0.77,0.05
1,2,female,25,0,1,26,S,0,1,0.3125,1.431363764,0,1,0,0,1,1,,,,,,0.25,0.26,0.25,0.26,0.51,0.24
0,3,male,33,0,0,7.8958,S,0,0,0.4125,0.94918501,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.04
0,3,female,22,0,0,10.5167,S,0,0,0.275,1.061328054,0,1,0,0,0,1,,,,,,0.07,0.13,0.07,0.13,0.20,0.04
0,2,male,28,0,0,10.5,S,0,0,0.35,1.06069784,1,1,0,0,1,1,,,,,,0.20,0.22,0.20,0.22,0.42,0.18
0,3,male,25,0,0,7.05,S,0,0,0.3125,0.90579588,1,1,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.18,0.03
0,3,female,39,0,5,29.125,Q,0,5,0.4875,1.478927056,0,0,0,0,0,1,,,,,,0.26,0.18,0.26,0.18,0.45,0.20
0,2,male,27,0,0,13,S,0,0,0.3375,1.146128036,1,1,0,0,1,1,,,,,,0.20,0.23,0.20,0.23,0.43,0.19
1,1,female,19,0,0,30,S,0,0,0.2375,1.491361694,0,1,0,1,0,1,,,,,,0.19,0.35,0.19,0.35,0.54,0.21
1,1,male,26,0,0,30,C,0,0,0.325,1.491361694,1,0,1,1,0,1,,,,,,0.26,0.41,0.26,0.41,0.67,0.11
0,3,male,32,0,0,7.75,Q,0,0,0.4,0.942008053,1,0,0,0,0,1,,,,,,0.06,0.12,0.06,0.12,0.19,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,#VALUE!
